anonymized_location_id,anonymized_brand_id (brands contain multiple locations),location_address,location_city,location_state,location_zip_code,Day of location_creation,location_latitude,location_longitude,stars_avg,service_type,check_avg,venue_type,location_name,Cuisine Types
2742,2394.0,420 S CLARK,Chicago,IL,60605,2024-08-05,41.876353,-87.631064,4.7,full_service,mid,casual_dining,S2 Grills - Clarke St,"American Fare, Barbecue, Black-Operated, Burgers, Casual, Family Friendly, Pasta, Seafood, Vegetarian Friendly"
2743,2394.0,340 E 167TH ST,Harvey,IL,60426,2024-08-05,41.5858381,-87.6370977,4.2,full_service,mid,casual_dining,S2 Grills - Harvey,"American Fare, Barbecue, Black-Operated, Burgers, Casual, Family Friendly, Pasta, Seafood, Vegetarian Friendly"
2744,2394.0,7120 W 159TH ST,Orland Park,IL,60462,2024-08-05,41.6027776,-87.7923572,4.6,full_service,mid,casual_dining,S2 Grills - Orland Park,"American Fare, Barbecue, Black-Operated, Burgers, Casual, Family Friendly, Pasta, Seafood, Vegetarian Friendly"
2745,2018.0,326 South Street ,Philadelphia,PA,19147,2024-08-05,39.9413587,-75.1484791,4.4,full_service,mid,casual_dining,Brazas BBQ Chicken,"Barbecue, Casual, Family Friendly, Newly Added, Peruvian, Vegan Friendly"
2746,2394.0,1001 ROOSEVELT RD,Maywood,IL,60153,2024-08-05,41.864447,-87.8449073,4.5,full_service,mid,casual_dining,S2 Grills - Maywood,"American Fare, Barbecue, Black-Operated, Burgers, Casual, Family Friendly, Pasta, Seafood, Vegetarian Friendly"
2747,208.0,111 E. 51st Street,Chicago ,IL,60615,2024-08-05,41.8018341,-87.6218874,4.8,full_service,low,casual_dining,FH Jerk God,"Caribbean, Casual, Seafood, Takeout, Vegan Friendly"
2748,1307.0,314 72nd St.,Miami,FL,33141,2024-08-05,25.8569365,-80.1218125,4.2,full_service,mid,casual_dining,El Rancho Grande,"Bar, Beer, Casual, Cocktails, Date Night, Dessert, Family Friendly, Group Dining, Highly Rated, Late Night, Latin American, Margaritas, Mexican, Miami Spice , Music, Outdoor Seating, Sports, Tacos, Takeout, Vegetarian, Vegetarian Friendly, Wine"
2749,2019.0,1620 N Milwaukee Ave.,Chicago,IL,60647,2024-08-05,41.9108407,-87.6785318,4.4,full_service,mid,casual_dining,Valedor,"Agave Bar, Asian Fusion, Bar, Beer, Cocktail Bar, Cocktails, Fusion, Japanese, Mexican, Tapas, Wine"
2751,2396.0,3720 S Las Vegas Blvd Suite 240,Las Vegas,NV,89158,2024-08-05,36.1083133,-115.1740916,4.5,full_service,high,casual_fine_dining,Bazaar Mar - Las Vegas,"Seafood, Spanish, Tapas"
2752,938.0,3720 S Las Vegas Blvd Suite 261,Las Vegas,NV,89158,2024-08-05,36.1083133,-115.1740916,4.6,full_service,high,bar,Bar Centro - Las Vegas,"Cocktails, Coffee, Tapas"
2753,1281.0,3413 S Manhattan Ave,Tampa,FL,33629,2024-08-05,27.9123249,-82.5182349,4.4,quick_service_restaurant,low,fast_casual,Chef & the Baker - South Tampa,"Bakery, Cafe, Casual, Coffee, Pastries, Quick Bites"
2754,1656.0,2783 N Orange Blossom Trail,Kissimmee,FL,34744,2024-08-05,28.329181,-81.4032205,4.1,full_service,high,nightclub,Euphoria - Kissimmee,"Cocktails, Sushi, Tapas"
2755,2402.0,110 S Orange Ave,Orlando,FL,32801,2024-08-05,28.5410939,-81.3791638,4.5,full_service,high,nightclub,Euphoria - Downtown Orlando,"Cocktails, Live Shows, Nightclub"
2756,585.0,1301 Ponca St,Baltimore,MD,21224,2024-08-05,39.2787591,-76.5541188,3.5,full_service,high,nightclub,Euphoria - Baltimore,"Cocktails, Live Shows, Nightclub"
2757,936.0,634 Union Ave,Memphis,TN,38103,2024-08-05,35.139784,-90.039944,4.4,quick_service_restaurant,mid,casual_dining,Slim & Husky's - Memphis/Downtown,"Beer, Pizza, Wings"
2758,1652.0,3201 S Hoover St,Los Angeles,CA,90089,2024-08-05,34.0248391,-118.2841348,4.1,full_service,mid,bar,Rock & Reilly's USC,"American Fare, Beer, Burgers, Cocktails, Newly Added, Pizza, Salads, Sandwiches, Seafood, Sports Bar, Vegan Friendly, Vegetarian Friendly, Wings"
2759,2793.0,4236 N Central Ave #100,Phoenix ,AZ,85012,2024-08-05,33.4975038,-112.0740295,4.5,full_service,mid,casual_dining,Clever Koi Central,"Casual, Cocktails, Dumplings, Japanese, Ramen"
2760,2793.0,60 W. Vaughn Ave #101,Gilbert,AZ,85234,2024-08-05,33.35683,-111.7904911,4.4,full_service,mid,casual_dining,Clever Koi Gilbert,"Casual, Cocktails, Dumplings, Japanese, Ramen"
2761,2003.0,407 Austin St,Bud,TX,78610,2024-08-05,30.0840443,-97.8421836,4.4,full_service,mid,casual_dining,Budaful Tavern,"American Fare, Bar, Burgers, Family Friendly, Locally Owned, Outdoor Seating, Quick Bites, Wings"
2762,210.0,227  Pl NE Suite 416,Sandy Springs,GA,30328,2024-08-06,33.920052,-84.378914,4.4,full_service,mid,casual_dining,Thos. O'Reilly's Public House,"Bar, Burgers, GastroPub, Irish Pub, Live Shows, Pub, Salads, Sandwiches, Whiskey Selection"
2763,1653.0,815 W Madison St #106,Tallahassee,FL,32304,2024-08-06,30.4364373,-84.2964429,4.7,quick_service_restaurant,low,fast_casual,Vale Food Co - FSU Collegetown in Tallahassee,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2764,1539.0,136 Miracle Mile,Coral Gables,FL,33134,2024-08-06,25.7493159,-80.2575077,4.5,full_service,very_low,casual_dining,Maman - Coral Gables,"American Fare, Bakery, Breakfast, Brunch, Business Dining, Cafe, Casual, Coffee, Coffee Shop, Date Night, Family Friendly, French, Group Dining, Healthy, Highly Rated, Locally Owned, Outdoor Seating, Pastries, Quick Bites, Salads, Sandwiches, Small Bites, Soups, Takeout, Tea House, Vegan Friendly, Woman-Operated"
2765,1653.0,3841 SW Archer Rd #B ,Gainesville,FL,32608,2024-08-06,29.6193045,-82.3813818,4.6,quick_service_restaurant,low,fast_casual,Vale Food Co - Gainesville,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2766,1653.0,501 N Franklin St ,Tampa,FL,33602,2024-08-06,27.9486611,-82.4581385,,quick_service_restaurant,low,fast_casual,Vale Food Co - Tampa,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2767,1653.0,90 Riverside Ave #603 ,Jacksonville,FL,32202,2024-08-06,30.3238842,-81.6707292,4.6,quick_service_restaurant,low,fast_casual,Vale Food Co - Jacksonville,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2768,1653.0,1861 W Tennessee St #240,Tallahassee,FL,32304,2024-08-06,30.4479089,-84.3141181,4.8,quick_service_restaurant,low,fast_casual,Vale Food Co - West Tennessee Street in Tallahassee,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2769,1539.0,473 South Rosemary Ave,West Palm Beach,FL,33401,2024-08-06,26.7097485,-80.0574425,4.3,full_service,very_low,casual_dining,Maman - West Palm Beach,"American Fare, Bakery, Breakfast, Brunch, Business Dining, Cafe, Casual, Coffee, Coffee Shop, Date Night, Family Friendly, French, Group Dining, Healthy, Highly Rated, Locally Owned, Outdoor Seating, Pastries, Quick Bites, Salads, Sandwiches, Small Bites, Soups, Takeout, Tea House, Vegan Friendly, Woman-Operated"
2770,1653.0,900 S Miami Ave #125 ,Miami,FL,33130,2024-08-06,25.7652784,-80.1934782,4.8,quick_service_restaurant,low,fast_casual,Vale Food Co - Miami Brickell,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2771,1653.0,420 N Federal Highway,Fort Lauderdale,FL,33301,2024-08-06,26.1265168,-80.1366728,4.6,quick_service_restaurant,low,fast_casual,Vale Food Co - Fort Lauderdale,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2772,1653.0,9537 S Dixie Highway,Pinecrest,FL,33156,2024-08-06,25.682111,-80.313882,4.5,quick_service_restaurant,low,fast_casual,Vale Food Co - Pinecrest,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2773,1653.0,1911 S Federal Highway #108,Delray Beach,FL,33483,2024-08-06,26.4371182,-80.0715641,4.8,quick_service_restaurant,low,fast_casual,Vale Food Co - Delray,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2774,1653.0,5250 Town Center Cir #131,Boca Raton,FL,33486,2024-08-06,26.3621769,-80.1241395,4.8,quick_service_restaurant,low,fast_casual,Vale Food Co - Boca Raton,"American Fare, Beer, Bowls, Cafe, Casual, Comfort Food, Date Night, Family Friendly, Fast Casual, Gluten-Free, Group Dining, Healthy, Highly Rated, Newly Added, Quick Bites, Salads, Takeout, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly"
2775,578.0,2005 SE 11th Ave,Portland,OR,97214,2024-08-06,45.5085199,-122.6549276,4.7,full_service,high,fine_dining,L'Orange,"French, Mediterranean, Wine Bar"
2776,211.0,406 Bell St,Los Alamos,CA,93440,2024-08-06,34.7438828,-120.2793731,4.8,full_service,mid,casual_fine_dining,Bell's,Michelin Starred
2777,579.0,401 W. 24th Street ,New York,NY,10011,2024-08-06,40.7474274,-74.0010271,4.7,full_service,high,casual_dining,Pring,"Locally Owned, Newly Added, Small Bites, Thai"
2778,580.0,36-42 Newark St.,Hoboken,NJ,07030,2024-08-06,40.7367869,-74.0294624,4.5,full_service,high,casual_dining,Panela,"Bar, Casual, South American"
2779,2794.0,215 US-22,Green Brook Township,NJ,08812,2024-08-06,40.5988692,-74.4836098,4.7,full_service,high,casual_dining,Pachamama,"Bar, Casual, Latin American"
2780,2020.0,4236 N Central Ave Suite 101,Phoenix,AZ,85012,2024-08-06,33.4975019,-112.0740966,4.7,full_service,mid,casual_fine_dining,Across The Pond,"Cocktails, Japanese, Sushi"
2781,209.0,1455 N. Scottsdale Rd Suite 100,Scottsdale,AZ,85257,2024-08-06,33.4641671,-111.9257914,4.4,full_service,mid,casual_dining,Fellow Osteria,"Casual, Cocktails, Italian, Pasta, Pizza"
2782,2021.0,1405 Washington Ave,St. Louis,MO,63103,2024-08-06,38.6326914,-90.1998082,4.3,full_service,mid,casual_fine_dining,Levels,"African, Brunch, Cocktails, Date Night, Fine Dining"
2783,2398.0,103 Avenue B,New York City,NY,10009,2024-08-06,40.7247523,-73.9811914,4.3,full_service,high,casual_fine_dining,Pardon My French,"Brunch, Cocktails, French, Wine"
2784,939.0,111 W Kinzie St,Chicago,IL,60654,2024-08-07,41.8890697,-87.6316202,4.5,full_service,high,casual_dining,Untitled Supper Club,
2785,2400.0,401 N Morgan St,Chicago,IL,60642,2024-08-07,41.8890665,-87.6520051,4.0,full_service,mid,casual_dining,Tabu,"Agave Bar, Cocktails, Latin American, Tacos"
2786,2795.0,804 Ponce de Leon Blvd,Coral Gables,FL,33134,2024-08-07,25.7642489,-80.2593606,4.7,full_service,high,casual_dining,Kojin 2.0,"Cocktails, Farm To Table, New American, Seafood"
2787,2398.0,105 Avenue B,New York ,NY,10009,2024-08-07,40.724803,-73.9811365,4.3,full_service,high,casual_fine_dining,Pardon My French + Bakery,"Brunch, Cocktails, French, Wine"
2788,581.0,2651 West 38th Ave,Denver,CO,80211,2024-08-07,39.7694669,-105.0202334,4.7,fast_casual,mid,casual_dining,Odie B's - Sunnyside,"American Fare, Burgers, Cocktails, Newly Added, Vegetarian Friendly"
2789,581.0,"1350 40th Street, Suite 180",Denver,CO,80205,2024-08-07,39.7713927,-104.969314,4.4,fast_casual,mid,casual_dining,Odie B's - Rino,"American Fare, Burgers, Cocktails, Newly Added, Vegetarian Friendly"
2790,2023.0,10211 North Scottsdale Road,Scottsdale,AZ,85253,2024-08-07,33.5786835,-111.9250947,4.7,full_service,high,casual_dining,Kitchen 18,"Chinese, Kosher, Middle Eastern, Newly Added, Vegetarian Friendly"
2791,2796.0,508 S Elm Street Ste 105,Denton,TX,76201,2024-08-07,33.2101723,-97.1344654,4.7,quick_service_restaurant,mid,casual_dining,Di Abruzzo Italian Market - Denton,"Italian, Market, Pasta, Sandwiches"
2792,2796.0,1104 W Main St.,Carrollton,TX,75006,2024-08-07,32.9524216,-96.9083067,4.6,quick_service_restaurant,mid,casual_dining,Di Abruzzo Italian Market - Carrollton,"Italian, Market, Pasta, Sandwiches"
2793,1309.0,11633 Santa Moica Blvd,Los Angeles,CA,90025,2024-08-07,34.0444475,-118.4550415,4.1,unknown,mid,unknown,Qusqo,"Newly Added, Peruvian, Seafood, Small Bites, Vegan Friendly"
2794,582.0,360 W 42nd St,New York,NY,10036,2024-08-07,40.7580832,-73.9923878,4.5,quick_service_restaurant,low,casual_dining,Zillions Pizza,"Pizza, Salads, Small Bites"
2795,213.0,5121 Collin McKinney Pkwy Ste 100,McKinney,TX,75070,2024-08-08,33.1497688,-96.6822357,4.8,fast_casual,low,coffee_shop,Salomay,"Coffee Shop, Crepes, Dessert, Newly Added, Wine"
2796,2025.0,46 E 47th St,Chicago,IL,60653,2024-08-08,41.8093641,-87.6241489,4.7,fast_casual,low,fast_casual,Shawn Michelle's Homemade Ice Cream - Chicago,Newly Added
2797,2025.0,3253 Vollmer Rd ,Flossmoor,IL,60422,2024-08-08,41.5285294,-87.6952995,4.5,fast_casual,low,fast_casual,Shawn Michelle's Homemade Ice Cream - Flossmoor,Newly Added
2798,941.0,2737 Broadway,New York,NY,10025,2024-08-08,40.8004855,-73.968339,4.2,full_service,high,casual_fine_dining,Serafina - 105th & Broadway,
2799,1654.0,102 N G St G116,Tacoma,WA,98403,2024-08-08,47.2636316,-122.4496752,4.4,fast_casual,low,casual_dining,Sandwich Starr,"Casual, Newly Added, Quick Bites, Sandwiches, Takeout"
2800,2797.0,1722 Habersham St.,Savannah,GA,31401,2024-08-08,32.0585536,-81.0946342,4.8,full_service,low,casual_dining,Sweet Patricia's,"Bakery, Brunch, Coffee, Pastries, Salads, Sandwiches"
2801,2026.0,3831 W Vine St ste#52,Kissimmee,FL,34741,2024-08-08,28.3069922,-81.4419883,4.5,fast_casual,mid,fast_casual,Tasty Lemon,"Bowls, Breakfast, Cafe, Casual, Healthy, Newly Added, Smoothies"
2802,1310.0,564 W. Randolph Street,Chicago,IL,60661,2024-08-09,41.8847087,-87.6423576,4.8,full_service,high,fine_dining,Alla Vita,"Cocktails, Fine Dining, Italian, Pizza"
2803,583.0,"555 Mateo Street, Suite 300",Los Angeles,CA,90013,2024-08-09,34.039594,-118.233463,4.8,full_service,high,fine_dining,Girl & the Goat Los Angeles,"Cocktails, New American, Outdoor Seating, Vegetarian Friendly"
2804,215.0,1000 W Fulton Market,Chicago,IL,60607,2024-08-09,41.8870373,-87.6528919,4.6,full_service,high,fine_dining,Swift & Sons,"Cocktails, Fine Dining, Oysters, Steakhouse, Wine"
2805,2401.0,531 Wells Street ,Chicago ,IL,60654,2024-08-09,41.891798,-87.633833,,full_service,very_high,fine_dining,Franco and Franca's,"Cocktails, Fine Dining, Italian, Vegetarian Friendly"
2806,942.0,921 Lake Ave,Lake Worth Beach,FL,33460,2024-08-09,26.615699,-80.0582714,4.5,full_service,mid,casual_dining,Not So Bizaare Avenue Cafe,"Cafe, Coffee, Pastries"
2807,2798.0,215 Henry St, Dallas,TX,Dallas,2024-08-09,32.7822526,-96.7848319,5.0,fast_casual,mid,casual_dining,Kanpai Coffee + Beer Garden,"Beer, Coffee Shop, Japanese, Newly Added"
2808,1312.0,4306 N 7th Ave,Phoenix,AZ,85013,2024-08-09,33.4987294,-112.0836162,4.3,full_service,low,casual_dining,Melrose Kitchen,"American Fare, Breakfast, Coffee, Locally Owned"
2809,216.0,918 Ocean Drive,Miami Beach,FL,33139,2024-08-09,25.7796189,-80.131128,4.2,full_service,high,casual_dining,Locust,"American Fare, Cocktails, Seafood, Wings"
2810,2027.0,1458 Ocean Drive,Miami Beach,FL,33139,2024-08-09,25.7870199,-80.1296657,4.3,full_service,high,casual_fine_dining,Front Porch Cafe,"American Fare, Breakfast, Dessert, Outdoor Seating"
2811,944.0,1412 Ocean Drive, Miami Beach,FL,33139,2024-08-09,25.7857324,-80.1299603,4.0,full_service,mid,casual_dining,Tulum Mexican Taqueria and Grill,"Cocktails, Mexican, Outdoor Seating, Tacos"
2812,1657.0,911 Dekalb Ave,Brooklyn,NY,11221,2024-08-09,40.6928461,-73.9402545,4.3,full_service,mid,casual_dining,Blossom's Soul Food Fusion,"American Fare, BIPOC Owned, Bar, Black-Operated, Brunch, Casual, Cocktail Bar, Cocktails, Comfort Food, Date Night, Family Friendly, Fusion, Group Dining, Late Night, Locally Owned, Seafood, Southern, Takeout"
2813,2028.0,377 Santana Row #1120,San Jose,CA,95128,2024-08-09,37.3194118,-121.9481887,4.0,full_service,high,casual_dining,Zazil Cocina Mexicana,"Bar, Beer, Brunch, Casual, Cocktail Bar, Cocktails, Date Night, Late Night, Margaritas, Mexican, Newly Added, Outdoor Seating, Tacos, Wine"
2814,945.0,368 Santana Row #1050,San Jose,CA,95128,2024-08-09,37.3199336,-121.9478976,4.1,full_service,high,casual_dining,El Jardin Tequila Bar,"Agave Bar, Bar, Casual, Cocktail Bar, Cocktails, Date Night, Group Dining, Margaritas, Mexican, Music, Newly Added, Outdoor Seating, Takeout"
2815,2799.0,50 Moraga Ave,San Francisco,CA,94129,2024-08-09,37.7976061,-122.4588765,4.4,full_service,high,casual_dining,Colibri Mexican Bistro,"Cocktail Bar, Cocktails, Date Night, Family Friendly, Group Dining, Highly Rated, Latin American, Margaritas, Mexican, Newly Added, Outdoor Seating, Pet Friendly, Tacos"
2816,587.0,3060 Olsen Dr Suite 20,San Jose,CA,95128,2024-08-09,37.3187565,-121.9473999,4.1,full_service,high,casual_dining,Suspiro,"Beer, Date Night, Family Friendly, Fine Dining, Group Dining, Latin American, Newly Added, Peruvian, Seafood, Spanish, Wine"
2817,2403.0,2728 Hollywood Blvd,Hollywood,FL,33020,2024-08-09,26.0108447,-80.16238,4.7,quick_service_restaurant,low,coffee_shop,Kay Rico Coffee,"Cocktails, Coffee Shop, Pizza"
2818,218.0,218 Newark Ave,Jersey City,NJ,07302,2024-08-09,40.7222717,-74.0470474,4.7,full_service,high,casual_fine_dining,Sushi By Bou - Jersey City,"Cocktails, Omakase, Seafood"
2819,946.0,621 East 67th Street,Chicago,IL,60637,2024-08-12,41.7729472,-87.6095282,4.2,full_service,mid,casual_dining,Let's Eat To Live + Eat More Bread,"Black-Operated, Burgers, Dessert, Fried Chicken, Vegetarian Friendly, Wings"
2820,1658.0,1177 N Elston Ave,Chicago,IL,60642,2024-08-12,41.9031646,-87.6576126,4.0,full_service,mid,casual_dining,Azul,"Cocktail Bar, Latin American, Outdoor Seating, Seafood"
2821,946.0,621 East 67th Street ,Chicago,IL,60637,2024-08-12,41.7729472,-87.6095282,4.3,full_service,mid,casual_dining,Eat More Bread,"Black-Operated, Burgers, Dessert, Fried Chicken, Vegetarian Friendly, Wings"
2822,2029.0,450 West Broadway,New York,NY,10012,2024-08-12,40.7260011,-74.0008797,4.3,full_service,very_high,fine_dining,Principe,"Fine Dining, Italian, Pasta, Seafood"
2823,2024.0,643 Lexington Ave,New York,NY,10022,2024-08-12,40.7592744,-73.9701652,4.1,quick_service_restaurant,low,casual_dining,Glaze Teriyaki - Midtown East,"Bowls, Chinese, Fast Casual, Wings"
2824,2024.0,145 N 4th St,Brooklyn,NY,11211,2024-08-12,40.7161667,-73.9591036,4.4,quick_service_restaurant,low,casual_dining,Glaze Teriyaki - Williamsburg,"Bowls, Chinese, Fast Casual, Wings"
2825,2024.0,119 W 40th St,New York,NY,10018,2024-08-12,40.7542189,-73.9860442,4.1,quick_service_restaurant,low,casual_dining,Glaze Teriyaki - Bryant Park,"Bowls, Chinese, Fast Casual, Wings"
2826,1659.0,25 Clinton Street, New York,NY,10002,2024-08-12,40.7205547,-73.9845345,4.6,full_service,high,casual_dining,Ivan Ramen,"Bar, Ramen, Small Bites"
2827,2024.0,350 Hudson St,New York,NY,10014,2024-08-12,40.7276647,-74.0067845,3.9,quick_service_restaurant,low,casual_dining,Glaze Teriyaki - Hudson River,"Bowls, Chinese, Fast Casual, Wings"
2828,2024.0,110 University Place,New York,NY,10003,2024-08-12,40.734386,-73.9928307,4.1,quick_service_restaurant,low,casual_dining,Glaze Teriyaki - Union Square,"Bowls, Chinese, Fast Casual, Wings"
2829,2024.0,850 W Superior St,Chicago,IL,60642,2024-08-12,41.895735,-87.649652,3.8,quick_service_restaurant,low,casual_dining,Glaze Teriyaki - Chicago,"Bowls, Chinese, Fast Casual, Wings"
2830,2800.0,110 W Hubbard St,Chicago,IL,60654,2024-08-12,41.89023,-87.6316422,4.0,full_service,high,casual_dining,Hubbard Inn,"Brunch, Cocktail Bar, European"
2831,219.0,868 N Franklin St,Chicago ,IL,60610,2024-08-12,41.898564,-87.6359151,4.0,full_service,very_high,fine_dining,Divan,"Cocktails, Seafood, Steakhouse"
2832,2404.0,950 West Wrightwood Ave ,Chicago ,IL,60614,2024-08-12,41.9292862,-87.6533154,4.7,full_service,mid,casual_dining,Parlay Lincoln Park,"Burgers, Pizza, Sandwiches, Wings"
2833,2405.0,1924 S State St,Chicago,IL,60616,2024-08-12,41.855779,-87.6274519,4.5,full_service,mid,casual_fine_dining,Cafe Bionda,"Italian, Pasta, Pizza"
2834,1313.0,581 High Mountain Road,North Haledon,NJ,07508,2024-08-12,40.9573561,-74.1825355,4.0,full_service,mid,casual_dining,Pag’s Restaurant and Food Truck,"American Fare, Burgers, Newly Added, Pizza, Sandwiches, Wings"
2835,2406.0,170 W Washington St,Chicago,IL,60602,2024-08-12,41.8834386,-87.6331775,4.1,full_service,mid,casual_dining,Cardozo's Pub,"Pizza, Pub, Salads, Sandwiches, Wine"
2836,1622.0,10889 Lindbrook Drive,Los Angeles,CA,90024,2024-08-12,34.0598804,-118.4443646,4.6,quick_service_restaurant,low,fast_casual,Danny Boy's Famous Original Pizzeria - Westwood,"Casual, Pizza"
2837,218.0,32 E 32nd Street,New York,NY,10016,2024-08-12,40.7453456,-73.9811832,4.6,full_service,high,casual_fine_dining,Sushi By Bou - Nomad,"Cocktails, Omakase, Seafood"
2838,218.0,232 7th Ave,New York,NY,10011,2024-08-12,40.7445731,-73.9956399,4.7,full_service,high,casual_fine_dining,Sushi By Bou - Chelsea,"Cocktails, Omakase, Seafood"
2839,218.0,32 E 32nd Suite 1001,New York,NY,10016,2024-08-12,40.7460341,-73.983449,4.7,full_service,high,casual_fine_dining,Sushi By Bou - Sushi Suite 1001,"Cocktails, Omakase, Seafood"
2840,218.0,132 W 47th Street,New York,NY,10036,2024-08-12,40.7584057,-73.9833062,4.6,full_service,high,casual_fine_dining,Sushi By Bou - Times Square,"Cocktails, Omakase, Seafood"
2841,218.0,311 N Morgan St,Chicago,IL,60607,2024-08-12,41.8874728,-87.6518921,4.7,full_service,high,casual_fine_dining,Sushi By Bou - West Loop,"Cocktails, Omakase, Seafood"
2842,218.0,550 School St SW,Washington,DC,20024,2024-08-12,38.8837394,-77.019488,4.6,full_service,high,casual_fine_dining,Sushi By Bou - L'enfant Plaza,"Cocktails, Omakase, Seafood"
2843,218.0,32 Mill Road A,Westhampton,NY,11978,2024-08-12,40.8110923,-72.6415659,4.9,full_service,high,casual_fine_dining,Sushi By Bou - Taylor's Sushi Suite,"Cocktails, Omakase, Seafood"
2844,218.0,42 Howard St,Albany,NY,12207,2024-08-12,42.649621,-73.7549314,4.9,full_service,high,casual_fine_dining,Sushi By Bou - Albany,"Cocktails, Omakase, Seafood"
2845,218.0,225 River Street,Hoboken,NJ,07030,2024-08-12,40.7393064,-74.0279092,4.7,full_service,high,casual_fine_dining,Sushi By Bou - Hoboken,"Cocktails, Omakase, Seafood"
2846,218.0,1832 Frankford Ave,Philadelphia,PA,19125,2024-08-12,39.9777903,-75.1313813,4.6,full_service,high,casual_fine_dining,Sushi By Bou - Fishtown,"Cocktails, Omakase, Seafood"
2847,218.0,1816 N Clark Street,Chicago,IL,60614,2024-08-12,41.915319,-87.6343714,4.7,full_service,high,casual_fine_dining,Sushi by Bou - Hotel Lincoln,"Cocktails, Omakase, Seafood"
2848,218.0,1244 N Dearborn Pkwy,Chicago,IL,60610,2024-08-12,41.9052416,-87.6303974,4.7,full_service,high,casual_fine_dining,Sushi By Bou - Gold Coast,"Cocktails, Omakase, Seafood"
2849,218.0,500 E Olas Blvd,Fort Lauderdale,FL,33301,2024-08-12,26.118777,-80.137883,4.7,full_service,high,casual_fine_dining,Sushi By Bou - Fort Lauderdale,"Cocktails, Omakase, Seafood"
2850,218.0,409 SE Mizner Blvd,Boca Raton,FL,33432,2024-08-12,26.3460623,-80.0851664,4.6,full_service,high,casual_fine_dining,Sushi By Bou - Boca Raton,"Cocktails, Omakase, Seafood"
2851,218.0,400 Ave of Champions,Palm Beach Gardens,FL,33418,2024-08-12,26.8645934,-80.1540226,4.8,full_service,high,casual_fine_dining,Sushi By Bou - PGA National,"Cocktails, Omakase, Seafood"
2852,1539.0,140 NE 39th St #136,Miami,FL,33137,2024-08-13,25.8122782,-80.1925737,4.5,full_service,very_low,casual_dining,Maman - Design Destrict,"American Fare, Bakery, Breakfast, Brunch, Business Dining, Cafe, Casual, Coffee, Coffee Shop, Date Night, Family Friendly, French, Group Dining, Healthy, Highly Rated, Locally Owned, Outdoor Seating, Pastries, Quick Bites, Salads, Sandwiches, Small Bites, Soups, Takeout, Tea House, Vegan Friendly, Woman-Operated"
2853,947.0,2671 NW Vaughn St.,Portland,OR,97210,2024-08-13,45.5370596,-122.7061114,4.7,fast_casual,mid,bar,Freeland Spirits Tasting Room,"Cocktail Bar, Distillery, Newly Added, Sandwiches, Woman-Operated"
2854,2030.0,495 New Rochelle Rd,Bronxville,NY,10708,2024-08-13,40.9285674,-73.8081468,4.3,quick_service_restaurant,mid,casual_dining,Dantoni's Pizza,"Pasta, Pizza, Quick Bites, Salads, Sandwiches, Small Bites"
